,tile,date,variable,value,geometry
609,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,2.2082078,"POLYGON ((-66.75416666666666 10.499999999999998, -66.75 10.499999999999998, -66.75 10.504166666666665, -66.75416666666666 10.504166666666665, -66.75416666666666 10.499999999999998))"
610,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,2.2520897,"POLYGON ((-66.75 10.499999999999998, -66.74583333333334 10.499999999999998, -66.74583333333334 10.504166666666665, -66.75 10.504166666666665, -66.75 10.499999999999998))"
611,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,2.2281222,"POLYGON ((-66.74583333333334 10.499999999999998, -66.74166666666667 10.499999999999998, -66.74166666666667 10.504166666666665, -66.74583333333334 10.504166666666665, -66.74583333333334 10.499999999999998))"
612,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,1.3056505,"POLYGON ((-66.74166666666666 10.499999999999998, -66.7375 10.499999999999998, -66.7375 10.504166666666665, -66.74166666666666 10.504166666666665, -66.74166666666666 10.499999999999998))"
613,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,1.1211629,"POLYGON ((-66.7375 10.499999999999998, -66.73333333333333 10.499999999999998, -66.73333333333333 10.504166666666665, -66.7375 10.504166666666665, -66.7375 10.499999999999998))"
614,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,1.0755869,"POLYGON ((-66.73333333333333 10.499999999999998, -66.72916666666667 10.499999999999998, -66.72916666666667 10.504166666666665, -66.73333333333333 10.504166666666665, -66.73333333333333 10.499999999999998))"
615,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,1.1704687,"POLYGON ((-66.72916666666667 10.499999999999998, -66.72500000000001 10.499999999999998, -66.72500000000001 10.504166666666665, -66.72916666666667 10.504166666666665, -66.72916666666667 10.499999999999998))"
616,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,1.2144711,"POLYGON ((-66.725 10.499999999999998, -66.72083333333333 10.499999999999998, -66.72083333333333 10.504166666666665, -66.725 10.504166666666665, -66.725 10.499999999999998))"
617,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,0.93481153,"POLYGON ((-66.72083333333333 10.499999999999998, -66.71666666666667 10.499999999999998, -66.71666666666667 10.504166666666665, -66.72083333333333 10.504166666666665, -66.72083333333333 10.499999999999998))"
618,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,0.77466667,"POLYGON ((-66.71666666666667 10.499999999999998, -66.7125 10.499999999999998, -66.7125 10.504166666666665, -66.71666666666667 10.504166666666665, -66.71666666666667 10.499999999999998))"
619,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,0.66927415,"POLYGON ((-67.05833333333334 10.495833333333332, -67.05416666666667 10.495833333333332, -67.05416666666667 10.499999999999998, -67.05833333333334 10.499999999999998, -67.05833333333334 10.495833333333332))"
620,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,0.59585935,"POLYGON ((-67.05416666666666 10.495833333333332, -67.05 10.495833333333332, -67.05 10.499999999999998, -67.05416666666666 10.499999999999998, -67.05416666666666 10.495833333333332))"
621,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,0.5610238,"POLYGON ((-67.05 10.495833333333332, -67.04583333333333 10.495833333333332, -67.04583333333333 10.499999999999998, -67.05 10.499999999999998, -67.05 10.495833333333332))"
622,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,0.86844563,"POLYGON ((-67.04583333333333 10.495833333333332, -67.04166666666667 10.495833333333332, -67.04166666666667 10.499999999999998, -67.04583333333333 10.499999999999998, -67.04583333333333 10.495833333333332))"
623,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,0.9197227,"POLYGON ((-67.04166666666667 10.495833333333332, -67.03750000000001 10.495833333333332, -67.03750000000001 10.499999999999998, -67.04166666666667 10.499999999999998, -67.04166666666667 10.495833333333332))"
624,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,0.98750407,"POLYGON ((-67.0375 10.495833333333332, -67.03333333333333 10.495833333333332, -67.03333333333333 10.499999999999998, -67.0375 10.499999999999998, -67.0375 10.495833333333332))"
625,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,0.7153392,"POLYGON ((-67.03333333333333 10.495833333333332, -67.02916666666667 10.495833333333332, -67.02916666666667 10.499999999999998, -67.03333333333333 10.499999999999998, -67.03333333333333 10.495833333333332))"
626,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,1.3344646,"POLYGON ((-67.02916666666667 10.495833333333332, -67.025 10.495833333333332, -67.025 10.499999999999998, -67.02916666666667 10.499999999999998, -67.02916666666667 10.495833333333332))"
627,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,1.4313893,"POLYGON ((-67.025 10.495833333333332, -67.02083333333334 10.495833333333332, -67.02083333333334 10.499999999999998, -67.025 10.499999999999998, -67.025 10.495833333333332))"
628,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,1.2965817,"POLYGON ((-67.02083333333333 10.495833333333332, -67.01666666666667 10.495833333333332, -67.01666666666667 10.499999999999998, -67.02083333333333 10.499999999999998, -67.02083333333333 10.495833333333332))"
629,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,0.88608986,"POLYGON ((-67.01666666666667 10.495833333333332, -67.0125 10.495833333333332, -67.0125 10.499999999999998, -67.01666666666667 10.499999999999998, -67.01666666666667 10.495833333333332))"
630,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,0.6803419,"POLYGON ((-67.0125 10.495833333333332, -67.00833333333334 10.495833333333332, -67.00833333333334 10.499999999999998, -67.0125 10.499999999999998, -67.0125 10.495833333333332))"
631,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,1.6856395,"POLYGON ((-67.00833333333334 10.495833333333332, -67.00416666666668 10.495833333333332, -67.00416666666668 10.499999999999998, -67.00833333333334 10.499999999999998, -67.00833333333334 10.495833333333332))"
632,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,1.6841955,"POLYGON ((-67.00416666666666 10.495833333333332, -67 10.495833333333332, -67 10.499999999999998, -67.00416666666666 10.499999999999998, -67.00416666666666 10.495833333333332))"
633,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,4.4941373,"POLYGON ((-67 10.495833333333332, -66.99583333333334 10.495833333333332, -66.99583333333334 10.499999999999998, -67 10.499999999999998, -67 10.495833333333332))"
634,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,4.493579,"POLYGON ((-66.99583333333334 10.495833333333332, -66.99166666666667 10.495833333333332, -66.99166666666667 10.499999999999998, -66.99583333333334 10.499999999999998, -66.99583333333334 10.495833333333332))"
635,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,9.130423,"POLYGON ((-66.99166666666666 10.495833333333332, -66.9875 10.495833333333332, -66.9875 10.499999999999998, -66.99166666666666 10.499999999999998, -66.99166666666666 10.495833333333332))"
636,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,7.5213623,"POLYGON ((-66.9875 10.495833333333332, -66.98333333333333 10.495833333333332, -66.98333333333333 10.499999999999998, -66.9875 10.499999999999998, -66.9875 10.495833333333332))"
637,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,16.956783,"POLYGON ((-66.95416666666667 10.495833333333332, -66.95 10.495833333333332, -66.95 10.499999999999998, -66.95416666666667 10.499999999999998, -66.95416666666667 10.495833333333332))"
638,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,14.177782,"POLYGON ((-66.95 10.495833333333332, -66.94583333333334 10.495833333333332, -66.94583333333334 10.499999999999998, -66.95 10.499999999999998, -66.95 10.495833333333332))"
639,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,11.96028,"POLYGON ((-66.94583333333334 10.495833333333332, -66.94166666666668 10.495833333333332, -66.94166666666668 10.499999999999998, -66.94583333333334 10.499999999999998, -66.94583333333334 10.495833333333332))"
640,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,17.691671,"POLYGON ((-66.94166666666666 10.495833333333332, -66.9375 10.495833333333332, -66.9375 10.499999999999998, -66.94166666666666 10.499999999999998, -66.94166666666666 10.495833333333332))"
641,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,16.430891,"POLYGON ((-66.9375 10.495833333333332, -66.93333333333334 10.495833333333332, -66.93333333333334 10.499999999999998, -66.9375 10.499999999999998, -66.9375 10.495833333333332))"
642,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,18.308329,"POLYGON ((-66.93333333333334 10.495833333333332, -66.92916666666667 10.495833333333332, -66.92916666666667 10.499999999999998, -66.93333333333334 10.499999999999998, -66.93333333333334 10.495833333333332))"
643,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,15.56478,"POLYGON ((-66.92916666666666 10.495833333333332, -66.925 10.495833333333332, -66.925 10.499999999999998, -66.92916666666666 10.499999999999998, -66.92916666666666 10.495833333333332))"
644,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,14.548413,"POLYGON ((-66.925 10.495833333333332, -66.92083333333333 10.495833333333332, -66.92083333333333 10.499999999999998, -66.925 10.499999999999998, -66.925 10.495833333333332))"
645,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,14.552907,"POLYGON ((-66.92083333333333 10.495833333333332, -66.91666666666667 10.495833333333332, -66.91666666666667 10.499999999999998, -66.92083333333333 10.499999999999998, -66.92083333333333 10.495833333333332))"
646,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,17.799469,"POLYGON ((-66.91666666666667 10.495833333333332, -66.91250000000001 10.495833333333332, -66.91250000000001 10.499999999999998, -66.91666666666667 10.499999999999998, -66.91666666666667 10.495833333333332))"
647,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,17.891645,"POLYGON ((-66.9125 10.495833333333332, -66.90833333333333 10.495833333333332, -66.90833333333333 10.499999999999998, -66.9125 10.499999999999998, -66.9125 10.495833333333332))"
648,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,48.15952,"POLYGON ((-66.80833333333334 10.495833333333332, -66.80416666666667 10.495833333333332, -66.80416666666667 10.499999999999998, -66.80833333333334 10.499999999999998, -66.80833333333334 10.495833333333332))"
649,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,48.158195,"POLYGON ((-66.80416666666666 10.495833333333332, -66.8 10.495833333333332, -66.8 10.499999999999998, -66.80416666666666 10.499999999999998, -66.80416666666666 10.495833333333332))"
650,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,57.466576,"POLYGON ((-66.8 10.495833333333332, -66.79583333333333 10.495833333333332, -66.79583333333333 10.499999999999998, -66.8 10.499999999999998, -66.8 10.495833333333332))"
651,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,57.554474,"POLYGON ((-66.79583333333333 10.495833333333332, -66.79166666666667 10.495833333333332, -66.79166666666667 10.499999999999998, -66.79583333333333 10.499999999999998, -66.79583333333333 10.495833333333332))"
652,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,26.106071,"POLYGON ((-66.79166666666667 10.495833333333332, -66.78750000000001 10.495833333333332, -66.78750000000001 10.499999999999998, -66.79166666666667 10.499999999999998, -66.79166666666667 10.495833333333332))"
653,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,24.247913,"POLYGON ((-66.7875 10.495833333333332, -66.78333333333333 10.495833333333332, -66.78333333333333 10.499999999999998, -66.7875 10.499999999999998, -66.7875 10.495833333333332))"
654,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,24.286474,"POLYGON ((-66.78333333333333 10.495833333333332, -66.77916666666667 10.495833333333332, -66.77916666666667 10.499999999999998, -66.78333333333333 10.499999999999998, -66.78333333333333 10.495833333333332))"
655,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,26.120165,"POLYGON ((-66.77916666666667 10.495833333333332, -66.775 10.495833333333332, -66.775 10.499999999999998, -66.77916666666667 10.499999999999998, -66.77916666666667 10.495833333333332))"
656,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,26.147865,"POLYGON ((-66.775 10.495833333333332, -66.77083333333334 10.495833333333332, -66.77083333333334 10.499999999999998, -66.775 10.499999999999998, -66.775 10.495833333333332))"
657,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,20.264637,"POLYGON ((-66.77083333333333 10.495833333333332, -66.76666666666667 10.495833333333332, -66.76666666666667 10.499999999999998, -66.77083333333333 10.499999999999998, -66.77083333333333 10.495833333333332))"
658,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,14.061172,"POLYGON ((-66.76666666666667 10.495833333333332, -66.7625 10.495833333333332, -66.7625 10.499999999999998, -66.76666666666667 10.499999999999998, -66.76666666666667 10.495833333333332))"
659,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,13.533045,"POLYGON ((-66.7625 10.495833333333332, -66.75833333333334 10.495833333333332, -66.75833333333334 10.499999999999998, -66.7625 10.499999999999998, -66.7625 10.495833333333332))"
660,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,2.107027,"POLYGON ((-66.75833333333334 10.495833333333332, -66.75416666666668 10.495833333333332, -66.75416666666668 10.499999999999998, -66.75833333333334 10.499999999999998, -66.75833333333334 10.495833333333332))"
661,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,2.1567376,"POLYGON ((-66.75416666666666 10.495833333333332, -66.75 10.495833333333332, -66.75 10.499999999999998, -66.75416666666666 10.499999999999998, -66.75416666666666 10.495833333333332))"
662,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,2.2428024,"POLYGON ((-66.75 10.495833333333332, -66.74583333333334 10.495833333333332, -66.74583333333334 10.499999999999998, -66.75 10.499999999999998, -66.75 10.495833333333332))"
663,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,2.2330759,"POLYGON ((-66.74583333333334 10.495833333333332, -66.74166666666667 10.495833333333332, -66.74166666666667 10.499999999999998, -66.74583333333334 10.499999999999998, -66.74583333333334 10.495833333333332))"
664,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,1.5415347,"POLYGON ((-66.74166666666666 10.495833333333332, -66.7375 10.495833333333332, -66.7375 10.499999999999998, -66.74166666666666 10.499999999999998, -66.74166666666666 10.495833333333332))"
665,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,1.6818593,"POLYGON ((-66.7375 10.495833333333332, -66.73333333333333 10.495833333333332, -66.73333333333333 10.499999999999998, -66.7375 10.499999999999998, -66.7375 10.495833333333332))"
666,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,1.6867529,"POLYGON ((-66.73333333333333 10.495833333333332, -66.72916666666667 10.495833333333332, -66.72916666666667 10.499999999999998, -66.73333333333333 10.499999999999998, -66.73333333333333 10.495833333333332))"
667,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,1.2124963,"POLYGON ((-66.72916666666667 10.495833333333332, -66.72500000000001 10.495833333333332, -66.72500000000001 10.499999999999998, -66.72916666666667 10.499999999999998, -66.72916666666667 10.495833333333332))"
668,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,1.2625054,"POLYGON ((-66.725 10.495833333333332, -66.72083333333333 10.495833333333332, -66.72083333333333 10.499999999999998, -66.725 10.499999999999998, -66.725 10.495833333333332))"
669,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,0.9645723,"POLYGON ((-66.72083333333333 10.495833333333332, -66.71666666666667 10.495833333333332, -66.71666666666667 10.499999999999998, -66.72083333333333 10.499999999999998, -66.72083333333333 10.495833333333332))"
670,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,1.0303639,"POLYGON ((-67.05833333333334 10.491666666666665, -67.05416666666667 10.491666666666665, -67.05416666666667 10.495833333333332, -67.05833333333334 10.495833333333332, -67.05833333333334 10.491666666666665))"
671,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,0.9791273,"POLYGON ((-67.05416666666666 10.491666666666665, -67.05 10.491666666666665, -67.05 10.495833333333332, -67.05416666666666 10.495833333333332, -67.05416666666666 10.491666666666665))"
672,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,1.1245157,"POLYGON ((-67.05 10.491666666666665, -67.04583333333333 10.491666666666665, -67.04583333333333 10.495833333333332, -67.05 10.495833333333332, -67.05 10.491666666666665))"
673,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,1.1223073,"POLYGON ((-67.04583333333333 10.491666666666665, -67.04166666666667 10.491666666666665, -67.04166666666667 10.495833333333332, -67.04583333333333 10.495833333333332, -67.04583333333333 10.491666666666665))"
674,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,0.6659827,"POLYGON ((-67.04166666666667 10.491666666666665, -67.03750000000001 10.491666666666665, -67.03750000000001 10.495833333333332, -67.04166666666667 10.495833333333332, -67.04166666666667 10.491666666666665))"
675,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,0.68849283,"POLYGON ((-67.0375 10.491666666666665, -67.03333333333333 10.491666666666665, -67.03333333333333 10.495833333333332, -67.0375 10.495833333333332, -67.0375 10.491666666666665))"
676,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,0.6891294,"POLYGON ((-67.03333333333333 10.491666666666665, -67.02916666666667 10.491666666666665, -67.02916666666667 10.495833333333332, -67.03333333333333 10.495833333333332, -67.03333333333333 10.491666666666665))"
677,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,1.4296279,"POLYGON ((-67.02916666666667 10.491666666666665, -67.025 10.491666666666665, -67.025 10.495833333333332, -67.02916666666667 10.495833333333332, -67.02916666666667 10.491666666666665))"
678,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,1.3461027,"POLYGON ((-67.025 10.491666666666665, -67.02083333333334 10.491666666666665, -67.02083333333334 10.495833333333332, -67.025 10.495833333333332, -67.025 10.491666666666665))"
679,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,1.2429363,"POLYGON ((-67.02083333333333 10.491666666666665, -67.01666666666667 10.491666666666665, -67.01666666666667 10.495833333333332, -67.02083333333333 10.495833333333332, -67.02083333333333 10.491666666666665))"
680,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,0.88157076,"POLYGON ((-67.01666666666667 10.491666666666665, -67.0125 10.491666666666665, -67.0125 10.495833333333332, -67.01666666666667 10.495833333333332, -67.01666666666667 10.491666666666665))"
681,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,0.8840515,"POLYGON ((-67.0125 10.491666666666665, -67.00833333333334 10.491666666666665, -67.00833333333334 10.495833333333332, -67.0125 10.495833333333332, -67.0125 10.491666666666665))"
682,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,1.1194756,"POLYGON ((-67.00833333333334 10.491666666666665, -67.00416666666668 10.491666666666665, -67.00416666666668 10.495833333333332, -67.00833333333334 10.495833333333332, -67.00833333333334 10.491666666666665))"
683,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,1.365842,"POLYGON ((-67.00416666666666 10.491666666666665, -67 10.491666666666665, -67 10.495833333333332, -67.00416666666666 10.495833333333332, -67.00416666666666 10.491666666666665))"
684,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,1.3676304,"POLYGON ((-67 10.491666666666665, -66.99583333333334 10.491666666666665, -66.99583333333334 10.495833333333332, -67 10.495833333333332, -67 10.491666666666665))"
685,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,3.882196,"POLYGON ((-66.99583333333334 10.491666666666665, -66.99166666666667 10.491666666666665, -66.99166666666667 10.495833333333332, -66.99583333333334 10.495833333333332, -66.99583333333334 10.491666666666665))"
686,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,13.287737,"POLYGON ((-66.95416666666667 10.491666666666665, -66.95 10.491666666666665, -66.95 10.495833333333332, -66.95416666666667 10.495833333333332, -66.95416666666667 10.491666666666665))"
687,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,13.259379,"POLYGON ((-66.95 10.491666666666665, -66.94583333333334 10.491666666666665, -66.94583333333334 10.495833333333332, -66.95 10.495833333333332, -66.95 10.491666666666665))"
688,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,11.146138,"POLYGON ((-66.94583333333334 10.491666666666665, -66.94166666666668 10.491666666666665, -66.94166666666668 10.495833333333332, -66.94583333333334 10.495833333333332, -66.94583333333334 10.491666666666665))"
689,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,11.143946,"POLYGON ((-66.94166666666666 10.491666666666665, -66.9375 10.491666666666665, -66.9375 10.495833333333332, -66.94166666666666 10.495833333333332, -66.94166666666666 10.491666666666665))"
690,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,16.159767,"POLYGON ((-66.92083333333333 10.491666666666665, -66.91666666666667 10.491666666666665, -66.91666666666667 10.495833333333332, -66.92083333333333 10.495833333333332, -66.92083333333333 10.491666666666665))"
691,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,17.797644,"POLYGON ((-66.91666666666667 10.491666666666665, -66.91250000000001 10.491666666666665, -66.91250000000001 10.495833333333332, -66.91666666666667 10.495833333333332, -66.91666666666667 10.491666666666665))"
692,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,19.363602,"POLYGON ((-66.9125 10.491666666666665, -66.90833333333333 10.491666666666665, -66.90833333333333 10.495833333333332, -66.9125 10.495833333333332, -66.9125 10.491666666666665))"
693,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,27.598255,"POLYGON ((-66.875 10.491666666666665, -66.87083333333334 10.491666666666665, -66.87083333333334 10.495833333333332, -66.875 10.495833333333332, -66.875 10.491666666666665))"
694,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,26.46377,"POLYGON ((-66.87083333333334 10.491666666666665, -66.86666666666667 10.491666666666665, -66.86666666666667 10.495833333333332, -66.87083333333334 10.495833333333332, -66.87083333333334 10.491666666666665))"
695,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,32.846333,"POLYGON ((-66.82916666666667 10.491666666666665, -66.825 10.491666666666665, -66.825 10.495833333333332, -66.82916666666667 10.495833333333332, -66.82916666666667 10.491666666666665))"
696,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,32.86825,"POLYGON ((-66.825 10.491666666666665, -66.82083333333334 10.491666666666665, -66.82083333333334 10.495833333333332, -66.825 10.495833333333332, -66.825 10.491666666666665))"
697,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,44.375458,"POLYGON ((-66.82083333333334 10.491666666666665, -66.81666666666668 10.491666666666665, -66.81666666666668 10.495833333333332, -66.82083333333334 10.495833333333332, -66.82083333333334 10.491666666666665))"
698,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,46.354263,"POLYGON ((-66.81666666666666 10.491666666666665, -66.8125 10.491666666666665, -66.8125 10.495833333333332, -66.81666666666666 10.495833333333332, -66.81666666666666 10.491666666666665))"
699,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,62.40255,"POLYGON ((-66.8125 10.491666666666665, -66.80833333333334 10.491666666666665, -66.80833333333334 10.495833333333332, -66.8125 10.495833333333332, -66.8125 10.491666666666665))"
700,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,47.731064,"POLYGON ((-66.80833333333334 10.491666666666665, -66.80416666666667 10.491666666666665, -66.80416666666667 10.495833333333332, -66.80833333333334 10.495833333333332, -66.80833333333334 10.491666666666665))"
701,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,48.0342,"POLYGON ((-66.80416666666666 10.491666666666665, -66.8 10.491666666666665, -66.8 10.495833333333332, -66.80416666666666 10.495833333333332, -66.80416666666666 10.491666666666665))"
702,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,57.065456,"POLYGON ((-66.8 10.491666666666665, -66.79583333333333 10.491666666666665, -66.79583333333333 10.495833333333332, -66.8 10.495833333333332, -66.8 10.491666666666665))"
703,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,52.439613,"POLYGON ((-66.79583333333333 10.491666666666665, -66.79166666666667 10.491666666666665, -66.79166666666667 10.495833333333332, -66.79583333333333 10.495833333333332, -66.79583333333333 10.491666666666665))"
704,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,52.397804,"POLYGON ((-66.79166666666667 10.491666666666665, -66.78750000000001 10.491666666666665, -66.78750000000001 10.495833333333332, -66.79166666666667 10.495833333333332, -66.79166666666667 10.491666666666665))"
705,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,37.23115,"POLYGON ((-66.7875 10.491666666666665, -66.78333333333333 10.491666666666665, -66.78333333333333 10.495833333333332, -66.7875 10.495833333333332, -66.7875 10.491666666666665))"
706,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,37.437664,"POLYGON ((-66.78333333333333 10.491666666666665, -66.77916666666667 10.491666666666665, -66.77916666666667 10.495833333333332, -66.78333333333333 10.495833333333332, -66.78333333333333 10.491666666666665))"
707,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,27.53424,"POLYGON ((-66.77916666666667 10.491666666666665, -66.775 10.491666666666665, -66.775 10.495833333333332, -66.77916666666667 10.495833333333332, -66.77916666666667 10.491666666666665))"
708,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,27.465244,"POLYGON ((-66.775 10.491666666666665, -66.77083333333334 10.491666666666665, -66.77083333333334 10.495833333333332, -66.775 10.495833333333332, -66.775 10.491666666666665))"
709,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,20.259558,"POLYGON ((-66.77083333333333 10.491666666666665, -66.76666666666667 10.491666666666665, -66.76666666666667 10.495833333333332, -66.77083333333333 10.495833333333332, -66.77083333333333 10.491666666666665))"
710,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,14.015996,"POLYGON ((-66.76666666666667 10.491666666666665, -66.7625 10.491666666666665, -66.7625 10.495833333333332, -66.76666666666667 10.495833333333332, -66.76666666666667 10.491666666666665))"
711,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,13.54396,"POLYGON ((-66.7625 10.491666666666665, -66.75833333333334 10.491666666666665, -66.75833333333334 10.495833333333332, -66.7625 10.495833333333332, -66.7625 10.491666666666665))"
712,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,10.926272,"POLYGON ((-66.75833333333334 10.491666666666665, -66.75416666666668 10.491666666666665, -66.75416666666668 10.495833333333332, -66.75833333333334 10.495833333333332, -66.75833333333334 10.491666666666665))"
713,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,11.352187,"POLYGON ((-66.75416666666666 10.491666666666665, -66.75 10.491666666666665, -66.75 10.495833333333332, -66.75416666666666 10.495833333333332, -66.75416666666666 10.491666666666665))"
714,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,8.9460335,"POLYGON ((-66.75 10.491666666666665, -66.74583333333334 10.491666666666665, -66.74583333333334 10.495833333333332, -66.75 10.495833333333332, -66.75 10.491666666666665))"
715,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,9.253018,"POLYGON ((-66.74583333333334 10.491666666666665, -66.74166666666667 10.491666666666665, -66.74166666666667 10.495833333333332, -66.74583333333334 10.495833333333332, -66.74583333333334 10.491666666666665))"
716,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,10.710171,"POLYGON ((-66.74166666666666 10.491666666666665, -66.7375 10.491666666666665, -66.7375 10.495833333333332, -66.74166666666666 10.495833333333332, -66.74166666666666 10.491666666666665))"
717,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,10.747986,"POLYGON ((-66.7375 10.491666666666665, -66.73333333333333 10.491666666666665, -66.73333333333333 10.495833333333332, -66.7375 10.495833333333332, -66.7375 10.491666666666665))"
718,h11v07,2019-03-01,DNB_BRDF-Corrected_NTL,1.6952649,"POLYGON ((-66.73333333333333 10.491666666666665, -66.72916666666667 10.491666666666665, -66.72916666666667 10.495833333333332, -66.73333333333333 10.495833333333332, -66.73333333333333 10.491666666666665))"
